ภาค,จังหวัด,เขตการปกครอง,กลุ่มอายุ (ย้ายถิ่น),ยอดรวม,ยอดรวม,ยอดรวม,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น
ภาคเหนือ,แม่ฮ่องสอน,ในเขตเทศบาล,50 - 54," 1,394 ", 684 , 710 , -   , -   , -   ," 1,394 ", 684 , 710 
ภาคเหนือ,แม่ฮ่องสอน,ในเขตเทศบาล,55 - 59," 2,044 ", 968 ," 1,076 ", -   , -   , -   ," 2,044 ", 968 ," 1,076 "
ภาคเหนือ,แม่ฮ่องสอน,ในเขตเทศบาล,60 ปีขึ้นไป," 5,236 "," 2,551 "," 2,685 ", 16 , -   , 16 ," 5,220 "," 2,551 "," 2,669 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,ยอดรวม," 164,452 "," 83,471 "," 80,981 ", 343 , 343 ,," 164,109 "," 83,128 "," 80,981 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,0 - 5," 12,147 "," 6,427 "," 5,719 ", 140 , 140 ,," 12,007 "," 6,287 "," 5,719 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,6 - 12," 17,202 "," 8,861 "," 8,341 ", -   , -   ,," 17,202 "," 8,861 "," 8,341 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,13 - 14," 5,867 "," 2,738 "," 3,129 ", -   , -   ,," 5,867 "," 2,738 "," 3,129 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,15 - 19," 12,122 "," 6,072 "," 6,050 ", -   , -   ,," 12,122 "," 6,072 "," 6,050 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,20 - 24," 13,061 "," 6,596 "," 6,465 ", 203 , 203 ,," 12,858 "," 6,393 "," 6,465 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,25 - 29," 14,849 "," 7,387 "," 7,462 ", -   , -   ,," 14,849 "," 7,387 "," 7,462 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,30 - 34," 11,129 "," 5,682 "," 5,447 ", -   , -   ,," 11,129 "," 5,682 "," 5,447 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,35 - 39," 9,502 "," 4,938 "," 4,564 ", -   , -   ,," 9,502 "," 4,938 "," 4,564 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,40 - 44," 8,109 "," 4,359 "," 3,750 ", -   , -   ,," 8,109 "," 4,359 "," 3,750 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,45 - 49," 10,751 "," 5,378 "," 5,374 ", -   , -   ,," 10,751 "," 5,378 "," 5,374 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,50 - 54," 9,801 "," 5,029 "," 4,772 ", -   , -   ,," 9,801 "," 5,029 "," 4,772 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,55 - 59," 9,888 "," 4,810 "," 5,078 ", -   , -   ,," 9,888 "," 4,810 "," 5,078 "
ภาคเหนือ,แม่ฮ่องสอน,นอกเขตเทศบาล,60 ปีขึ้นไป," 30,024 "," 15,194 "," 14,830 ", -   , -   ,," 30,024 "," 15,194 "," 14,830 "
ภาคเหนือ,นครสวรรค์,รวม,ยอดรวม," 959,973 "," 460,053 "," 499,920 "," 4,850 "," 1,168 "," 3,682 "," 955,123 "," 458,885 "," 496,238 "
ภาคเหนือ,นครสวรรค์,รวม,0 - 5," 37,481 "," 17,993 "," 19,488 ", -   , -   , -   ," 37,481 "," 17,993 "," 19,488 "
ภาคเหนือ,นครสวรรค์,รวม,6 - 12," 82,716 "," 43,816 "," 38,899 ", -   , -   , -   ," 82,716 "," 43,816 "," 38,899 "
ภาคเหนือ,นครสวรรค์,รวม,13 - 14," 24,101 "," 12,342 "," 11,760 ", -   , -   , -   ," 24,101 "," 12,342 "," 11,760 "
ภาคเหนือ,นครสวรรค์,รวม,15 - 19," 61,204 "," 31,543 "," 29,661 "," 1,440 ", 124 ," 1,316 "," 59,764 "," 31,419 "," 28,345 "
ภาคเหนือ,นครสวรรค์,รวม,20 - 24," 63,801 "," 32,034 "," 31,767 "," 1,746 "," 1,044 ", 702 ," 62,055 "," 30,990 "," 31,065 "
ภาคเหนือ,นครสวรรค์,รวม,25 - 29," 64,147 "," 32,055 "," 32,092 ", 757 , -   , 757 ," 63,390 "," 32,055 "," 31,335 "
ภาคเหนือ,นครสวรรค์,รวม,30 - 34," 50,708 "," 25,979 "," 24,729 ", -   , -   , -   ," 50,708 "," 25,979 "," 24,729 "
ภาคเหนือ,นครสวรรค์,รวม,35 - 39," 50,012 "," 25,450 "," 24,562 ", -   , -   , -   ," 50,012 "," 25,450 "," 24,562 "
ภาคเหนือ,นครสวรรค์,รวม,40 - 44," 56,600 "," 26,484 "," 30,116 ", 483 , -   , 483 ," 56,117 "," 26,484 "," 29,633 "
ภาคเหนือ,นครสวรรค์,รวม,45 - 49," 62,281 "," 30,949 "," 31,332 ", -   , -   , -   ," 62,281 "," 30,949 "," 31,332 "
ภาคเหนือ,นครสวรรค์,รวม,50 - 54," 64,530 "," 28,806 "," 35,724 ", 424 , -   , 424 ," 64,106 "," 28,806 "," 35,300 "
ภาคเหนือ,นครสวรรค์,รวม,55 - 59," 81,861 "," 37,841 "," 44,020 ", -   , -   , -   ," 81,861 "," 37,841 "," 44,020 "
ภาคเหนือ,นครสวรรค์,รวม,60 ปีขึ้นไป," 260,531 "," 114,761 "," 145,770 ", -   , -   , -   ," 260,531 "," 114,761 "," 145,770 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,ยอดรวม," 219,272 "," 102,591 "," 116,681 ", 660 , 495 , 165 ," 218,612 "," 102,096 "," 116,516 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,0 - 5," 9,205 "," 4,142 "," 5,063 ", -   , -   , -   ," 9,205 "," 4,142 "," 5,063 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,6 - 12," 17,601 "," 8,912 "," 8,689 ", -   , -   , -   ," 17,601 "," 8,912 "," 8,689 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,13 - 14," 6,104 "," 3,483 "," 2,621 ", -   , -   , -   ," 6,104 "," 3,483 "," 2,621 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,15 - 19," 13,957 "," 7,034 "," 6,923 ", 289 , 124 , 165 ," 13,668 "," 6,910 "," 6,758 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,20 - 24," 14,559 "," 7,144 "," 7,415 ", 371 , 371 , -   ," 14,188 "," 6,773 "," 7,415 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,25 - 29," 14,638 "," 7,148 "," 7,490 ", -   , -   , -   ," 14,638 "," 7,148 "," 7,490 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,30 - 34," 11,563 "," 5,792 "," 5,771 ", -   , -   , -   ," 11,563 "," 5,792 "," 5,771 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,35 - 39," 11,407 "," 5,675 "," 5,732 ", -   , -   , -   ," 11,407 "," 5,675 "," 5,732 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,40 - 44," 15,096 "," 7,541 "," 7,555 ", -   , -   , -   ," 15,096 "," 7,541 "," 7,555 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,45 - 49," 12,054 "," 5,267 "," 6,787 ", -   , -   , -   ," 12,054 "," 5,267 "," 6,787 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,50 - 54," 15,141 "," 6,702 "," 8,439 ", -   , -   , -   ," 15,141 "," 6,702 "," 8,439 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,55 - 59," 18,332 "," 8,158 "," 10,174 ", -   , -   , -   ," 18,332 "," 8,158 "," 10,174 "
ภาคเหนือ,นครสวรรค์,ในเขตเทศบาล,60 ปีขึ้นไป," 59,615 "," 25,593 "," 34,022 ", -   , -   , -   ," 59,615 "," 25,593 "," 34,022 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,ยอดรวม," 740,701 "," 357,462 "," 383,239 "," 4,190 ", 673 ," 3,517 "," 736,511 "," 356,789 "," 379,722 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,0 - 5," 28,276 "," 13,851 "," 14,425 ", -   , -   , -   ," 28,276 "," 13,851 "," 14,425 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,6 - 12," 65,115 "," 34,904 "," 30,210 ", -   , -   , -   ," 65,115 "," 34,904 "," 30,210 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,13 - 14," 17,997 "," 8,859 "," 9,139 ", -   , -   , -   ," 17,997 "," 8,859 "," 9,139 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,15 - 19," 47,247 "," 24,509 "," 22,738 "," 1,151 ", -   ," 1,151 "," 46,096 "," 24,509 "," 21,587 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,20 - 24," 49,242 "," 24,890 "," 24,352 "," 1,375 ", 673 , 702 ," 47,867 "," 24,217 "," 23,650 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,25 - 29," 49,509 "," 24,907 "," 24,602 ", 757 , -   , 757 ," 48,752 "," 24,907 "," 23,845 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,30 - 34," 39,145 "," 20,187 "," 18,958 ", -   , -   , -   ," 39,145 "," 20,187 "," 18,958 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,35 - 39," 38,605 "," 19,775 "," 18,830 ", -   , -   , -   ," 38,605 "," 19,775 "," 18,830 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,40 - 44," 41,504 "," 18,943 "," 22,561 ", 483 , -   , 483 ," 41,021 "," 18,943 "," 22,078 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,45 - 49," 50,227 "," 25,682 "," 24,545 ", -   , -   , -   ," 50,227 "," 25,682 "," 24,545 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,50 - 54," 49,389 "," 22,104 "," 27,285 ", 424 , -   , 424 ," 48,965 "," 22,104 "," 26,861 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,55 - 59," 63,529 "," 29,683 "," 33,846 ", -   , -   , -   ," 63,529 "," 29,683 "," 33,846 "
ภาคเหนือ,นครสวรรค์,นอกเขตเทศบาล,60 ปีขึ้นไป," 200,916 "," 89,168 "," 111,748 ", -   , -   , -   ," 200,916 "," 89,168 "," 111,748 "
ภาคเหนือ,อุทัยธานี,รวม,ยอดรวม," 288,233 "," 137,298 "," 150,933 "," 1,689 "," 1,025 ", 662 ," 286,544 "," 136,273 "," 150,271 "
ภาคเหนือ,อุทัยธานี,รวม,0 - 5," 14,573 "," 8,314 "," 6,259 ", -   , -   , -   ," 14,573 "," 8,314 "," 6,259 "
ภาคเหนือ,อุทัยธานี,รวม,6 - 12," 26,669 "," 12,120 "," 14,549 ", -   , -   , -   ," 26,669 "," 12,120 "," 14,549 "
ภาคเหนือ,อุทัยธานี,รวม,13 - 14," 8,119 "," 4,877 "," 3,242 ", -   , -   , -   ," 8,119 "," 4,877 "," 3,242 "
ภาคเหนือ,อุทัยธานี,รวม,15 - 19," 16,947 "," 8,753 "," 8,194 ", 178 , 136 , 42 ," 16,769 "," 8,617 "," 8,152 "
ภาคเหนือ,อุทัยธานี,รวม,20 - 24," 14,829 "," 7,467 "," 7,362 ", 68 , -   , 68 ," 14,761 "," 7,467 "," 7,294 "
ภาคเหนือ,อุทัยธานี,รวม,25 - 29," 16,474 "," 8,146 "," 8,328 ", 111 , 62 , 48 ," 16,363 "," 8,084 "," 8,280 "
ภาคเหนือ,อุทัยธานี,รวม,30 - 34," 14,113 "," 6,931 "," 7,182 ", 32 , -   , 32 ," 14,081 "," 6,931 "," 7,150 "
ภาคเหนือ,อุทัยธานี,รวม,35 - 39," 14,753 "," 7,387 "," 7,366 ", 407 , 150 , 257 ," 14,346 "," 7,237 "," 7,109 "
ภาคเหนือ,อุทัยธานี,รวม,40 - 44," 14,543 "," 6,993 "," 7,549 ", -   , -   , -   ," 14,543 "," 6,993 "," 7,549 "
ภาคเหนือ,อุทัยธานี,รวม,45 - 49," 19,583 "," 9,368 "," 10,216 ", 241 , 218 , 23 ," 19,342 "," 9,150 "," 10,193 "
ภาคเหนือ,อุทัยธานี,รวม,50 - 54," 21,507 "," 9,982 "," 11,523 ", 339 , 290 , 48 ," 21,168 "," 9,692 "," 11,475 "
ภาคเหนือ,อุทัยธานี,รวม,55 - 59," 22,687 "," 10,056 "," 12,631 ", 169 , 169 , -   ," 22,518 "," 9,887 "," 12,631 "
ภาคเหนือ,อุทัยธานี,รวม,60 ปีขึ้นไป," 83,436 "," 36,904 "," 46,532 ", 144 , -   , 144 ," 83,292 "," 36,904 "," 46,388 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,ยอดรวม," 63,663 "," 29,793 "," 33,869 ", 463 , 200 , 261 ," 63,200 "," 29,593 "," 33,608 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,0 - 5," 3,345 "," 1,822 "," 1,523 ", -   , -   , -   ," 3,345 "," 1,822 "," 1,523 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,6 - 12," 6,078 "," 2,955 "," 3,123 ", -   , -   , -   ," 6,078 "," 2,955 "," 3,123 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,13 - 14," 1,467 ", 716 , 751 , -   , -   , -   ," 1,467 ", 716 , 751 
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,15 - 19," 3,738 "," 1,899 "," 1,839 ", 42 , -   , 42 ," 3,696 "," 1,899 "," 1,797 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,20 - 24," 3,274 "," 1,622 "," 1,652 ", 68 , -   , 68 ," 3,206 "," 1,622 "," 1,584 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,25 - 29," 3,637 "," 1,768 "," 1,869 ", 111 , 62 , 48 ," 3,526 "," 1,706 "," 1,821 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,30 - 34," 3,115 "," 1,504 "," 1,611 ", 32 , -   , 32 ," 3,083 "," 1,504 "," 1,579 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,35 - 39," 3,257 "," 1,603 "," 1,654 ", -   , -   , -   ," 3,257 "," 1,603 "," 1,654 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,40 - 44," 3,506 "," 1,495 "," 2,011 ", -   , -   , -   ," 3,506 "," 1,495 "," 2,011 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,45 - 49," 4,029 "," 2,055 "," 1,974 ", 85 , 62 , 23 ," 3,944 "," 1,993 "," 1,951 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,50 - 54," 5,120 "," 2,168 "," 2,951 ", 92 , 43 , 48 ," 5,028 "," 2,125 "," 2,903 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,55 - 59," 4,650 "," 2,181 "," 2,469 ", 33 , 33 , -   ," 4,617 "," 2,148 "," 2,469 "
ภาคเหนือ,อุทัยธานี,ในเขตเทศบาล,60 ปีขึ้นไป," 18,447 "," 8,005 "," 10,442 ", -   , -   , -   ," 18,447 "," 8,005 "," 10,442 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,ยอดรวม," 224,570 "," 107,505 "," 117,064 "," 1,226 ", 825 , 401 ," 223,344 "," 106,680 "," 116,663 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,0 - 5," 11,228 "," 6,492 "," 4,736 ", -   , -   , -   ," 11,228 "," 6,492 "," 4,736 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,6 - 12," 20,591 "," 9,165 "," 11,426 ", -   , -   , -   ," 20,591 "," 9,165 "," 11,426 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,13 - 14," 6,652 "," 4,161 "," 2,491 ", -   , -   , -   ," 6,652 "," 4,161 "," 2,491 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,15 - 19," 13,209 "," 6,854 "," 6,355 ", 136 , 136 , -   ," 13,073 "," 6,718 "," 6,355 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,20 - 24," 11,555 "," 5,845 "," 5,710 ", -   , -   , -   ," 11,555 "," 5,845 "," 5,710 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,25 - 29," 12,837 "," 6,378 "," 6,459 ", -   , -   , -   ," 12,837 "," 6,378 "," 6,459 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,30 - 34," 10,998 "," 5,427 "," 5,571 ", -   , -   , -   ," 10,998 "," 5,427 "," 5,571 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,35 - 39," 11,496 "," 5,784 "," 5,712 ", 407 , 150 , 257 ," 11,089 "," 5,634 "," 5,455 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,40 - 44," 11,037 "," 5,498 "," 5,538 ", -   , -   , -   ," 11,037 "," 5,498 "," 5,538 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,45 - 49," 15,554 "," 7,313 "," 8,242 ", 156 , 156 , -   ," 15,398 "," 7,157 "," 8,242 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,50 - 54," 16,387 "," 7,814 "," 8,572 ", 247 , 247 , -   ," 16,140 "," 7,567 "," 8,572 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,55 - 59," 18,037 "," 7,875 "," 10,162 ", 136 , 136 , -   ," 17,901 "," 7,739 "," 10,162 "
ภาคเหนือ,อุทัยธานี,นอกเขตเทศบาล,60 ปีขึ้นไป," 64,989 "," 28,899 "," 36,090 ", 144 , -   , 144 ," 64,845 "," 28,899 "," 35,946 "
ภาคเหนือ,กำแพงเพชร,รวม,ยอดรวม," 756,157 "," 368,344 "," 387,813 "," 8,689 "," 3,391 "," 5,299 "," 747,468 "," 364,953 "," 382,514 "
ภาคเหนือ,กำแพงเพชร,รวม,0 - 5," 44,801 "," 27,992 "," 16,809 "," 1,799 ", 279 ," 1,520 "," 43,002 "," 27,713 "," 15,289 "
ภาคเหนือ,กำแพงเพชร,รวม,6 - 12," 66,084 "," 28,894 "," 37,189 ", 137 , -   , 137 ," 65,947 "," 28,894 "," 37,052 "
ภาคเหนือ,กำแพงเพชร,รวม,13 - 14," 20,534 "," 10,447 "," 10,088 ", 233 , -   , 233 ," 20,301 "," 10,447 "," 9,855 "
ภาคเหนือ,กำแพงเพชร,รวม,15 - 19," 50,402 "," 25,561 "," 24,841 ", 833 , 276 , 557 ," 49,569 "," 25,285 "," 24,284 "
ภาคเหนือ,กำแพงเพชร,รวม,20 - 24," 49,472 "," 25,088 "," 24,384 ", 896 , -   , 896 ," 48,576 "," 25,088 "," 23,488 "
ภาคเหนือ,กำแพงเพชร,รวม,25 - 29," 51,500 "," 26,286 "," 25,214 ", 114 , 114 , -   ," 51,386 "," 26,172 "," 25,214 "
ภาคเหนือ,กำแพงเพชร,รวม,30 - 34," 43,916 "," 22,370 "," 21,546 ", 781 , -   , 781 ," 43,135 "," 22,370 "," 20,765 "
ภาคเหนือ,กำแพงเพชร,รวม,35 - 39," 42,041 "," 21,638 "," 20,403 ", -   , -   , -   ," 42,041 "," 21,638 "," 20,403 "
ภาคเหนือ,กำแพงเพชร,รวม,40 - 44," 39,428 "," 18,475 "," 20,953 "," 1,124 ", 977 , 148 ," 38,304 "," 17,498 "," 20,805 "
ภาคเหนือ,กำแพงเพชร,รวม,45 - 49," 53,944 "," 27,102 "," 26,842 ", 761 , 653 , 108 ," 53,183 "," 26,449 "," 26,734 "
ภาคเหนือ,กำแพงเพชร,รวม,50 - 54," 48,728 "," 22,109 "," 26,619 ", 340 , -   , 340 ," 48,388 "," 22,109 "," 26,279 "
ภาคเหนือ,กำแพงเพชร,รวม,55 - 59," 63,149 "," 29,974 "," 33,175 ", 453 , -   , 453 ," 62,696 "," 29,974 "," 32,722 "
ภาคเหนือ,กำแพงเพชร,รวม,60 ปีขึ้นไป," 182,158 "," 82,408 "," 99,750 "," 1,218 "," 1,092 ", 126 ," 180,940 "," 81,316 "," 99,624 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,ยอดรวม," 201,536 "," 95,585 "," 105,951 "," 1,849 ", 518 ," 1,332 "," 199,687 "," 95,067 "," 104,619 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,0 - 5," 11,312 "," 4,946 "," 6,366 ", 137 , -   , 137 ," 11,175 "," 4,946 "," 6,229 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,6 - 12," 17,820 "," 9,465 "," 8,354 ", 137 , -   , 137 ," 17,683 "," 9,465 "," 8,217 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,13 - 14," 5,849 "," 3,062 "," 2,788 ", 233 , -   , 233 ," 5,616 "," 3,062 "," 2,555 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,15 - 19," 13,419 "," 6,632 "," 6,787 ", 276 , 276 , -   ," 13,143 "," 6,356 "," 6,787 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,20 - 24," 13,171 "," 6,509 "," 6,662 ", 316 , -   , 316 ," 12,855 "," 6,509 "," 6,346 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,25 - 29," 13,708 "," 6,820 "," 6,888 ", 114 , 114 , -   ," 13,594 "," 6,706 "," 6,888 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,30 - 34," 11,691 "," 5,805 "," 5,886 ", -   , -   , -   ," 11,691 "," 5,805 "," 5,886 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,35 - 39," 11,189 "," 5,615 "," 5,574 ", -   , -   , -   ," 11,189 "," 5,615 "," 5,574 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,40 - 44," 12,638 "," 6,436 "," 6,202 ", 275 , 128 , 148 ," 12,363 "," 6,308 "," 6,054 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,45 - 49," 12,247 "," 5,392 "," 6,855 ", 108 , -   , 108 ," 12,139 "," 5,392 "," 6,747 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,50 - 54," 14,438 "," 6,448 "," 7,990 ", 127 , -   , 127 ," 14,311 "," 6,448 "," 7,863 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,55 - 59," 15,415 "," 7,069 "," 8,346 ", -   , -   , -   ," 15,415 "," 7,069 "," 8,346 "
ภาคเหนือ,กำแพงเพชร,ในเขตเทศบาล,60 ปีขึ้นไป," 48,639 "," 21,386 "," 27,253 ", 126 , -   , 126 ," 48,513 "," 21,386 "," 27,127 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,ยอดรวม," 554,621 "," 272,759 "," 281,862 "," 6,840 "," 2,873 "," 3,967 "," 547,781 "," 269,886 "," 277,895 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,0 - 5," 33,489 "," 23,046 "," 10,443 "," 1,662 ", 279 ," 1,383 "," 31,827 "," 22,767 "," 9,060 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,6 - 12," 48,264 "," 19,429 "," 28,835 ", -   , -   , -   ," 48,264 "," 19,429 "," 28,835 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,13 - 14," 14,685 "," 7,385 "," 7,300 ", -   , -   , -   ," 14,685 "," 7,385 "," 7,300 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,15 - 19," 36,983 "," 18,929 "," 18,054 ", 557 , -   , 557 ," 36,426 "," 18,929 "," 17,497 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,20 - 24," 36,301 "," 18,579 "," 17,722 ", 580 , -   , 580 ," 35,721 "," 18,579 "," 17,142 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,25 - 29," 37,792 "," 19,466 "," 18,326 ", -   , -   , -   ," 37,792 "," 19,466 "," 18,326 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,30 - 34," 32,225 "," 16,565 "," 15,660 ", 781 , -   , 781 ," 31,444 "," 16,565 "," 14,879 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,35 - 39," 30,852 "," 16,023 "," 14,829 ", -   , -   , -   ," 30,852 "," 16,023 "," 14,829 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,40 - 44," 26,790 "," 12,039 "," 14,751 ", 849 , 849 , -   ," 25,941 "," 11,190 "," 14,751 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,45 - 49," 41,697 "," 21,710 "," 19,987 ", 653 , 653 , -   ," 41,044 "," 21,057 "," 19,987 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,50 - 54," 34,290 "," 15,661 "," 18,629 ", 213 , -   , 213 ," 34,077 "," 15,661 "," 18,416 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,55 - 59," 47,734 "," 22,905 "," 24,829 ", 453 , -   , 453 ," 47,281 "," 22,905 "," 24,376 "
ภาคเหนือ,กำแพงเพชร,นอกเขตเทศบาล,60 ปีขึ้นไป," 133,519 "," 61,022 "," 72,497 "," 1,092 "," 1,092 ", -   ," 132,427 "," 59,930 "," 72,497 "
ภาคเหนือ,ตาก,รวม,ยอดรวม," 494,440 "," 242,974 "," 251,466 "," 2,369 ", 924 ," 1,445 "," 492,071 "," 242,050 "," 250,021 "
ภาคเหนือ,ตาก,รวม,0 - 5," 32,684 "," 16,846 "," 15,838 ", 604 , 342 , 262 ," 32,080 "," 16,504 "," 15,576 "
ภาคเหนือ,ตาก,รวม,6 - 12," 55,670 "," 28,738 "," 26,933 ", -   , -   , -   ," 55,670 "," 28,738 "," 26,933 "
ภาคเหนือ,ตาก,รวม,13 - 14," 18,914 "," 9,481 "," 9,433 ", -   , -   , -   ," 18,914 "," 9,481 "," 9,433 "
ภาคเหนือ,ตาก,รวม,15 - 19," 38,090 "," 19,025 "," 19,065 ", -   , -   , -   ," 38,090 "," 19,025 "," 19,065 "
ภาคเหนือ,ตาก,รวม,20 - 24," 40,678 "," 19,737 "," 20,941 ", 769 , 238 , 531 ," 39,909 "," 19,499 "," 20,410 "
ภาคเหนือ,ตาก,รวม,25 - 29," 41,005 "," 19,840 "," 21,165 ", 325 , -   , 325 ," 40,680 "," 19,840 "," 20,840 "
ภาคเหนือ,ตาก,รวม,30 - 34," 32,478 "," 16,340 "," 16,138 ", 327 , -   , 327 ," 32,151 "," 16,340 "," 15,811 "
ภาคเหนือ,ตาก,รวม,35 - 39," 29,374 "," 14,866 "," 14,508 ", -   , -   , -   ," 29,374 "," 14,866 "," 14,508 "
ภาคเหนือ,ตาก,รวม,40 - 44," 28,028 "," 13,783 "," 14,246 ", -   , -   , -   ," 28,028 "," 13,783 "," 14,246 "
ภาคเหนือ,ตาก,รวม,45 - 49," 28,717 "," 14,569 "," 14,147 ", -   , -   , -   ," 28,717 "," 14,569 "," 14,147 "
ภาคเหนือ,ตาก,รวม,50 - 54," 28,002 "," 13,813 "," 14,188 ", 344 , 344 , -   ," 27,658 "," 13,469 "," 14,188 "
