ภาค,จังหวัด,สถานภาพแรงงาน,กำลังแรงงาน,กำลังแรงงานปัจจุบัน,รวม,ชาย,หญิง
ภาคเหนือ,ตาก,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,46867.935,1922.36,44945.575
ภาคเหนือ,ตาก,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,38009.535,19011.15,18998.3875
ภาคเหนือ,ตาก,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,12327.25,6258.75,6068.5
ภาคเหนือ,ตาก,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,46526.2825,23487.8625,23038.42
ภาคเหนือ,สุโขทัย,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,511554.5,238650.75,272903.75
ภาคเหนือ,สุโขทัย,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,343556.975,181100.85,162456.125
ภาคเหนือ,สุโขทัย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,343179.255,180872.385,162306.87
ภาคเหนือ,สุโขทัย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,334422.4425,176739.1375,157683.3025
ภาคเหนือ,สุโขทัย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,8756.8125,4133.245,4623.5675
ภาคเหนือ,สุโขทัย,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,377.72,228.4675,149.255
ภาคเหนือ,สุโขทัย,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,167997.5225,57549.9,110447.625
ภาคเหนือ,สุโขทัย,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,39252.065,1835.91,37416.155
ภาคเหนือ,สุโขทัย,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,32311.1225,15224.235,17086.885
ภาคเหนือ,สุโขทัย,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,21609,8535.5,13073.5
ภาคเหนือ,สุโขทัย,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,74825.3425,31954.11,42870.985
ภาคเหนือ,พิษณุโลก,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,738603.5,351779.75,386823.75
ภาคเหนือ,พิษณุโลก,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,477793.1225,256959.575,220833.5475
ภาคเหนือ,พิษณุโลก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,477574.65,256913.1875,220661.46
ภาคเหนือ,พิษณุโลก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,468547.8975,252461.2975,216086.5975
ภาคเหนือ,พิษณุโลก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,9026.7525,4451.8875,4574.865
ภาคเหนือ,พิษณุโลก,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,218.475,46.3875,172.0875
ภาคเหนือ,พิษณุโลก,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,260810.3775,94820.175,165990.2025
ภาคเหนือ,พิษณุโลก,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,74323.2675,5310.3225,69012.945
ภาคเหนือ,พิษณุโลก,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,71556.6975,32594.3425,38962.355
ภาคเหนือ,พิษณุโลก,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,23173.25,11732.75,11440.5
ภาคเหนือ,พิษณุโลก,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,91757.025,45182.92,46574.36
ภาคเหนือ,พิจิตร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,445465.5,209974.25,235491.25
ภาคเหนือ,พิจิตร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,289065.8875,154686.7225,134379.1625
ภาคเหนือ,พิจิตร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,288904.0675,154603.075,134300.99
ภาคเหนือ,พิจิตร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,285973.8525,152885.06,133088.7975
ภาคเหนือ,พิจิตร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2930.2175,1718.0225,1212.1975
ภาคเหนือ,พิจิตร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,161.82,83.6475,78.1725
ภาคเหนือ,พิจิตร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,156399.6125,55287.525,101112.09
ภาคเหนือ,พิจิตร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,44654.7325,3536.14,41118.59
ภาคเหนือ,พิจิตร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,30226.95,15116.3375,15110.6125
ภาคเหนือ,พิจิตร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,17799.25,7436.75,10362.25
ภาคเหนือ,พิจิตร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,63718.7325,29198.2575,34520.4775
ภาคเหนือ,เพชรบูรณ์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,738867.75,355662.75,383205
ภาคเหนือ,เพชรบูรณ์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,472038.7325,259701.765,212336.965
ภาคเหนือ,เพชรบูรณ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,457915.0375,249840.775,208074.26
ภาคเหนือ,เพชรบูรณ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,452400.4625,245975.1975,206425.2675
ภาคเหนือ,เพชรบูรณ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,5514.5725,3865.58,1648.9925
ภาคเหนือ,เพชรบูรณ์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,14123.695,9860.985,4262.7075
ภาคเหนือ,เพชรบูรณ์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,266829.0175,95960.985,170868.0325
ภาคเหนือ,เพชรบูรณ์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,61775.08,2345.4975,59429.58
ภาคเหนือ,เพชรบูรณ์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,54030.605,25049.3175,28981.29
ภาคเหนือ,เพชรบูรณ์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,33461.25,12857,20604.25
ภาคเหนือ,เพชรบูรณ์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,117562.1425,55708.9875,61852.9075
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,2057246.25,992620.75,1064625.5
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,1242754.538,703464.8225,539289.72
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1196044.535,672052.045,523992.49
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,1171084.935,656078.63,515006.305
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,24959.6025,15973.42,8986.1825
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,46710.005,31412.7775,15297.2275
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,814491.71,289155.93,525335.7775
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,225912.595,14097.745,211814.85
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,168523.7725,79653.15,88870.62
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,82928.25,33252.5,49675.5
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,337127.2425,162152.5125,174974.73
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,978905,466401,512504
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,659176.6025,360540.9825,298635.62
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,657499.43,359169.6725,298329.7575
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,643006.34,350734.45,292271.8825
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,14493.0925,8435.22,6057.875
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1677.17,1371.3075,305.8625
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,319728.3975,105860.0175,213868.38
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,80021.7475,6166.3075,73855.44
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,75863.18,32708.1525,43155.03
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,37045.25,14865.75,22179.5
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,126798.29,52119.8275,74678.465
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,868545.75,411364,457181.75
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,543453.2,293431.535,250021.6675
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,534824.9225,288070.23,246754.6925
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,524856.48,282870.2925,241986.19
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,9968.445,5199.9375,4768.505
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,8628.2775,5361.3025,3266.975
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,325092.55,117932.465,207160.085
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,78956.335,4452.225,74504.105
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,76492.5,34143.95,42348.55
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,30062.25,11219.75,18842.5
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,139581.5375,68116.6625,71464.875
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,811152.75,385706,425446.75
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,569176.4025,302197.0325,266979.3725
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,566542.115,300062.5825,266479.5325
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,562216.1875,297830.505,264385.6825
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4325.9275,2232.0825,2093.85
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2634.2875,2134.445,499.84
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,241976.345,83508.9675,158467.375
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,56853.4425,4572.645,52280.8
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,70580.8825,32757.305,37823.58
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,23724.5,9493,14231.5
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,90817.705,36686.14,54131.565
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,1361779.498,659432.25,702347.25
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,878727.1275,483463.035,395264.09
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,873075.965,482008.625,391067.335
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,861477.89,475931.385,385546.505
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,11598.075,6077.2425,5520.8325
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,5651.1625,1454.4075,4196.755
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,483052.3725,175969.215,307083.1575
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,93336.435,763.0625,92573.3675
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,134346.85,59571.5725,74775.2775
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,53742,22542.25,31199.75
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,201627.1825,93092.4875,108534.69
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,387432.2475,187220.75,200211.5
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,281697.59,143716.235,137981.355
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,279200.9175,142793.78,136407.14
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,277889.9375,141854.4,136035.54
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1310.9775,939.3775,371.6
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2496.6725,922.455,1574.2175
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,105734.66,43504.5125,62230.145
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,10015.2575,818.3675,9196.89
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,31963.9275,15765.215,16198.715
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,13527.25,5496.5,8030.75
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,50228.0675,21424.255,28803.815
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,780262.75,374076,406186.75
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,488482.02,273063.46,215418.5575
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,476209.005,263728.67,212480.335
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,474366.6675,262909.515,211457.155
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1842.3375,819.155,1023.1825
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,12273.0125,9334.79,2938.2225
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,291780.73,101012.54,190768.1925
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,90077.485,3481.905,86595.5775
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,57786.4875,29413.8075,28372.6825
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,28565.5,13027.5,15538
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,115351.2425,55089.31,60261.9375
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,219529.25,106052,113477.25
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,135031.955,74567.5075,60464.45
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,128505.3975,70356.6375,58148.7625
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,125664.905,68903.33,56761.5775
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2840.49,1453.3075,1387.1825
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,6526.5625,4210.87,2315.69
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,84497.295,31484.4925,53012.8
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,23243.9025,512.515,22731.385
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,18083.1425,8584.0925,9499.05
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,7906.75,3498.75,4408
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,35263.6875,18889.1525,16374.2875
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,269299.5,131031.75,138267.75
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,175003.27,94382.585,80620.685
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,173342.825,93664.67,79678.155
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,172272.46,93053.3025,79219.1575
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1070.365,611.3675,458.9925
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1660.445,717.9125,942.53
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,94296.2325,36649.165,57647.0625
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,19210.895,1493.61,17717.285
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,20363.1375,9861.48,10501.6575
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,11925.25,5273.75,6651.75
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,42796.8475,20020.2375,22776.61
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,368508.25,175476,193032.25
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,225767.6675,129219.8925,96547.775
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,223225.54,127359.61,95865.93
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,219185.7425,124893.83,94291.91
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4039.7975,2465.78,1574.02
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2542.125,1860.285,681.8425
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,142740.585,46256.1075,96484.4775
